0;-0.0112576
0.01;-0.012567
0.02;-0.00672872
0.03;5.15E-06
0.04;0.0117163
0.05;0.0342558
0.06;0.0247913
0.07;0.00338207
0.08;0.00374319
0.09;0.00910518
0.1;-0.0107253
0.11;0.0176248
0.12;0.00325258
0.13;0.0185475
0.14;0.00686947
0.15;0.0132056
0.16;-0.014507
0.17;-0.123961
0.18;-0.0930498
0.19;-0.0686294
0.2;-0.0893237
0.21;-0.0778361
0.22;-0.077944
0.23;-0.0943353
0.24;-0.104653
0.25;-0.0964648
0.26;-0.0891774
0.27;-0.0216587
0.28;0.0639502
0.29;0.170877
0.3;0.210459
0.31;0.125739
0.32;-0.00446924
0.33;-0.0334144
0.34;-0.112246
0.35;-0.165507
0.36;-0.30088
0.37;-0.334975
0.38;-0.242855
0.39;-0.241132
0.4;-0.201379
0.41;-0.263361
0.42;-0.373347
0.43;-0.286344
0.44;-0.295942
0.45;-0.224229
0.46;-0.199331
0.47;-0.30945
0.48;-0.412356
0.49;-0.422839
0.5;-0.353172
0.51;-0.233616
0.52;-0.107878
0.53;-0.190596
0.54;-0.0069155
0.55;0.129446
0.56;0.134958
0.57;0.27477
0.58;0.168644
0.59;0.090297
0.6;0.00734903
0.61;-0.25425
0.62;-0.435357
0.63;-0.410199
0.64;-0.297477
0.65;-0.258435
0.66;-0.3547
0.67;-0.389794
0.68;-0.478691
0.69;-0.206561
0.7;0.376531
0.71;0.551852
0.72;0.369086
0.73;0.405847
0.74;0.274867
0.75;0.290865
0.76;0.231855
0.77;0.097093
0.78;-0.258053
0.79;-0.222454
0.8;-0.0919959
0.81;0.301385
0.82;0.00946272
0.83;-0.228173
0.84;0.0173389
0.85;0.00790317
0.86;-0.0725951
0.87;0.427269
0.88;0.696453
0.89;0.54895
0.9;0.562391
0.91;0.545478
0.92;0.175412
0.93;-0.259142
0.94;-0.103276
0.95;-0.037972
0.96;0.0660757
0.97;0.110209
0.98;-0.0908424
0.99;0.139592
1;0.0187544
1.01;0.155326
1.02;0.259093
1.03;-0.0880385
1.04;-0.0220327
1.05;0.207189
1.06;0.143594
1.07;-0.0571163
1.08;-0.455439
1.09;-0.565953
1.1;-0.51905
1.11;-0.453972
1.12;-0.861656
1.13;-0.710913
1.14;-0.455699
1.15;-0.153133
1.16;0.22407
1.17;-0.00747187
1.18;-0.171645
1.19;-0.337312
1.2;-0.437436
1.21;-0.615001
1.22;-0.427567
1.23;0.144589
1.24;0.230285
1.25;1.06155
1.26;1.13153
1.27;0.918091
1.28;1.22087
1.29;1.19616
1.3;1.39
1.31;1.05024
1.32;0.505778
1.33;0.237982
1.34;0.146026
1.35;-0.307084
1.36;-0.00829705
1.37;-0.440846
1.38;-0.912394
1.39;-0.179883
1.4;0.0833766
1.41;0.245891
1.42;0.0107972
1.43;-0.226635
1.44;-0.280925
1.45;-0.546924
1.46;-0.400921
1.47;-0.259287
1.48;-0.609578
1.49;-0.375684
1.5;0.112594
1.51;0.37037
1.52;0.0538851
1.53;0.154376
1.54;0.123106
1.55;0.665816
1.56;0.938534
1.57;0.594756
1.58;0.926034
1.59;0.888559
1.6;0.750334
1.61;-0.531285
1.62;-1.76652
1.63;-1.70068
1.64;-1.11074
1.65;-0.344643
1.66;-0.0183776
1.67;-0.00117452
1.68;-0.553615
1.69;-0.615097
1.7;-0.358752
1.71;-0.591281
1.72;-0.283708
1.73;-0.174923
1.74;-0.099268
1.75;0.25042
1.76;-0.382304
1.77;-0.679523
1.78;-0.816021
1.79;-0.81619
1.8;-0.644589
1.81;-0.405257
1.82;0.355507
1.83;0.462541
1.84;0.167005
1.85;0.186835
1.86;-0.122919
1.87;-0.263732
1.88;-0.494259
1.89;-0.945418
1.9;-0.931462
1.91;-0.95279
1.92;-0.679986
1.93;-0.464461
1.94;-0.433708
1.95;-0.0906176
1.96;0.405876
1.97;0.15045
1.98;0.538256
1.99;0.0689165
2;0.0624723
2.01;0.360995
2.02;-0.578745
2.03;-0.365094
2.04;-0.0345044
2.05;0.315631
2.06;0.880302
2.07;0.644201
2.08;0.38684
2.09;0.0759161
2.1;-0.346624
2.11;0.686618
2.12;0.828678
2.13;0.582308
2.14;0.420615
2.15;0.0769625
2.16;-0.0834495
2.17;-0.594702
2.18;-0.555866
2.19;-0.348881
2.2;-0.759143
2.21;0.239868
2.22;-0.129528
2.23;-0.56458
2.24;-0.975269
2.25;-1.35857
2.26;-0.528316
2.27;0.0798419
2.28;-0.585264
2.29;-0.737054
2.3;-0.719139
2.31;-1.25696
2.32;-1.08531
2.33;-1.42324
2.34;-1.68065
2.35;-1.4767
2.36;-0.703146
2.37;-0.317968
2.38;-0.749184
2.39;0.316435
2.4;0.179795
2.41;0.25943
2.42;0.779701
2.43;0.294502
2.44;0.942147
2.45;0.308669
2.46;0.0771336
2.47;0.0917741
2.48;-0.101542
2.49;0.380725
2.5;-0.320018
2.51;0.122144
2.52;0.870749
2.53;0.843397
2.54;1.314
2.55;0.827541
2.56;0.391749
2.57;-0.0795188
2.58;-0.465622
2.59;-1.10788
2.6;-1.35303
2.61;-0.892476
2.62;-0.20321
2.63;-0.0886213
2.64;-0.0400023
2.65;0.261671
2.66;0.326774
2.67;0.358642
2.68;0.449676
2.69;0.841246
2.7;1.68875
2.71;1.90488
2.72;1.47164
2.73;1.46802
2.74;0.676234
2.75;1.37238
2.76;1.27322
2.77;0.807513
2.78;0.883804
2.79;0.724015
2.8;1.14496
